image_path,device_type,defect_type,text_prompt
data\Laptop-damage-detection-testing.v1i.coco\370249993_347309641087068_309674323319470619_n_jpg.rf.e0bf5cdf424c6597e91ad93101977387.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906133448_top_jpg.rf.667a2ddd5a38808e1484e9d81e1fce71.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370197575_280865421487294_7982785502145262537_n_jpg.rf.6525ebb98a31d84f3ddb4f53cbbc0bb9.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-37-01_jpg.rf.fa7baff55b88ad881b2fe6da1b269fe8.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\370293564_336508052207587_1766574074299814173_n_jpg.rf.e3a52a274b938fb7adbe64987c745743.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014359_jpg.rf.b50084ce94eac4b6641756812da13d2a.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906134724_top_jpg.rf.4fae697fb5739b6060cba587f162358a.jpg,laptop,normal device,The laptop is black.
data\Laptop-damage-detection-testing.v1i.coco\600014337_jpg.rf.b14fbfb8f6e74b0dc7a24f95528700a6.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\277da103c55e117b1773783056f78f4d_jpg.rf.e769fdf4d6d1f8bce7b95969cfd87fa3.jpg,laptop,display flickering,"The image shows a computer screen with a mouse cursor on it. The cursor is located in the middle of the screen. The screen appears to be flickering, which is a defect in the image."
data\Laptop-damage-detection-testing.v1i.coco\-_57_jpg.rf.8a4d311f59d5db90608e2dea844fc600.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370151487_1627358067792700_2294245155332549098_n_jpg.rf.1dd42d95421472068817322e18f8bf67.jpg,laptop,normal device,The laptop is silver and has a sticker on the back.
data\Laptop-damage-detection-testing.v1i.coco\385498683_853287709530521_1400322349940815434_n_jpg.rf.425eae8ea2da9ab2e43916118e4508ae.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\492_jpg.rf.76303acec9b00fbd8b1f59dc5e9cb202.jpg,laptop,keyboard malfunction,The keyboard is broken and has a missing key.
data\Laptop-damage-detection-testing.v1i.coco\46-b407fuwgtwy51_jpg.rf.54c548b693249cc2951f3c8d0b5e50bf.jpg,laptop,charging port issue,The charging port is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386477968_1344731392797029_5575715056584165488_n_jpg.rf.e1309b170eaf2bb8081091a6bf266aba.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387530029_315099951165164_3928474233643706499_n_jpg.rf.59c48349bba658248fef65e1d6cc5585.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370262362_811861507610740_5903580242507620236_n_jpg.rf.6ace32c1b1b1e754010c0171c92d3fad.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-54-03_jpg.rf.9a3b78b7e30ad0d88ece6dcca17753ba.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160223-1-_jpg.rf.80fc23a6884f238189c9d096b6366cd7.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\600014307_jpg.rf.9f578ebf25ae842bbed2773ef317011c.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370116014_265347126474136_4870941993653121884_n_jpg.rf.104ae58913872b696f2023866a897c28.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\489_jpg.rf.8394d68705a76cfa7187210955f62708.jpg,laptop,screen scratch,The screen of the laptop is scratched.
data\Laptop-damage-detection-testing.v1i.coco\20240112_C223013901-2-_jpg.rf.ae8b85f3fff909b6c146fd941ef2eee9.jpg,laptop,screen scratch,The screen has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\20240910153107_bottom_jpg.rf.ac7a3b493869651853b930b74b44de18.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370197575_280865421487294_7982785502145262537_n_jpg.rf.a6e6b50686f75239efc79e4d2dab3435.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-21-56_jpg.rf.3e8116e89b0b7f4355ab866d6893e975.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\277da103c55e117b1773783056f78f4d_jpg.rf.484774e879cdd73db9775c051c9a7e15.jpg,laptop,display flickering,"The image shows a computer screen with a mouse cursor on it. The cursor is located in the middle of the screen. The screen appears to be flickering, which is a defect in the image."
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.aa1b0742e257be0d98f936790c988916.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153206_bottom_jpg.rf.45b77c7e7e53a23a3f7c00b104bb665e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-41-47_jpg.rf.1c70f035788157e5ba0552c03a47cecd.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014341_jpg.rf.6aec4724468f402fafa841f6f7af8b7a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155359-1-_jpg.rf.54b1261c81c89bee15cf4b8bd3818e22.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155359-1-_jpg.rf.74eec1e922b5e4dbb9649ed97b111815.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\1112_jpg.rf.2c2b60898457e608f11825ce0dda08b5.jpg,laptop,charging port issue,The charging port is broken.
data\Laptop-damage-detection-testing.v1i.coco\20240910153116_bottom_jpg.rf.408d7b0afd6ba048a3a6ce2472a19904.jpg,laptop,normal device,The image shows a laptop computer with a sticker on the back.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155343-0-_jpg.rf.395f8b92cd677c478c8ab7d51b62dc2a.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155402_jpg.rf.9a399403bca1635ce4fb4d3485cd07ff.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.8570e186bf1ef12ff30a9e606d66dbdd.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160234_jpg.rf.3a542a6de80f8686413ddb10418583a5.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\46_jpg.rf.7e5754ff914c54035aee79f0c0257a66.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014410_png_jpg.rf.ef088cd8b251d938c43b6b9a879a6004.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906135024_top_jpg.rf.401a74b9c5e44aabbadad7555d222316.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370244757_339461181889105_482276015014448608_n_jpg.rf.6670e75b56f1f6cf42c5bc67aa1a66f5.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014338_jpg.rf.b351b7077017c594029a3a2301f4a120.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370060857_232952403109249_2201671253730766584_n_jpg.rf.5841ce3f43005b7c8b348b8443642ec7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.5f120123a6638921d40dc7f440fbd89a.jpg,laptop,camera defect,The image is blurry and has a camera defect.
data\Laptop-damage-detection-testing.v1i.coco\600014307_jpg.rf.e2851ddeeb1693edadb557628e48d822.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a hole in the center."
data\Laptop-damage-detection-testing.v1i.coco\6100013157_jpg.rf.2468a762716f91be6f6f1dc884f5f4ec.jpg,laptop,normal device,The device is a laptop computer.
data\Laptop-damage-detection-testing.v1i.coco\370060857_232952403109249_2201671253730766584_n_jpg.rf.ff86c99816acd612fc4b84dc84b01b42.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370228014_714353090587826_5061806500961603007_n_jpg.rf.283e4db46d6d8d2222074fd8b260c983.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-38-40_jpg.rf.7636dbb39017e684e3ca9e86d046dd39.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\12-icjcbbufbpe11_jpg.rf.3d594bebca4a6cad10435803cf6d0d30.jpg,laptop,back panel damaging,"The back panel of the device is damaged, with a crack in the middle."
data\Laptop-damage-detection-testing.v1i.coco\101_jpeg_jpg.rf.97c565e8feb5704c2114853ab04f2163.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\387588554_724350416221349_3031443269795842578_n_jpg.rf.95a6007728d300c966e369f21b79922b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\6100013231_jpg.rf.cb920818c644e579c1f42beb49b2a901.jpg,laptop,normal device,The laptop is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\6100013175_jpg.rf.e0a2aa38722d57b6ddf3bded94105b98.jpg,laptop,cracked screen,The laptop's screen is cracked.
data\Laptop-damage-detection-testing.v1i.coco\2800013344_jpg.rf.c6ec3975816f38bac00bb648997e0dba.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\32_jpg.rf.9d9daecbce2fd46fe98f710108fabe56.jpg,laptop,cracked screen,The screen is cracked.
data\Laptop-damage-detection-testing.v1i.coco\101_jpeg_jpg.rf.5efa11290d154567c33acdc6ecf9d3f4.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\499_jpg.rf.7aa1a727560f1b7c5efcacea51167c45.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\385498683_853287709530521_1400322349940815434_n_jpg.rf.db64a50a1d286dc3ffe84d95b47bb449.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-_57_jpg.rf.4920b7265afcd4d5949ec7a273d1a327.jpg,laptop,battery swelling,"The image shows a laptop computer with its cover removed, revealing the internal components. The most noticeable defect is a swollen battery, which is a common issue in laptops. The swollen battery is located on the left side of the laptop, and it appears to be the main cause of the laptop's malfunction. This defect highlights the importance of regular maintenance"
data\Laptop-damage-detection-testing.v1i.coco\99_jpeg_jpg.rf.e669afc5ecb2b89217e2f151bbc38076.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\386884550_856628329109809_4430599761854262884_n_jpg.rf.03f3834c7a12a5659c40590c6564ed8f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155400_jpg.rf.de675ad2583dcaa3510bbb98e7ec6850.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-19-06_jpg.rf.efa3ac6e7a0ac6db8811c1a6926ae3a4.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.cd630e4f4303d2a8d284a0096c0fa503.jpg,laptop,battery swelling,The image shows a Dell laptop with a swollen battery.
data\Laptop-damage-detection-testing.v1i.coco\20_jpg.rf.79398b6d32f31862d8e5d87ad20c9f75.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155355_jpg.rf.5e7e2bf4e396726231fc33c4c0eca549.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014360_jpg.rf.b8aafa1fbcecd4c39b1d0ff755851df1.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1900011726_png_jpg.rf.7c29c5f469cc23a24dc6d07cfebb5dc7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370130480_740339634591263_2767953956412768827_n_jpg.rf.c6b3aff4f46df353df0550ac20ba4b4f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\46_jpg.rf.a0673262e95d5252b166b099a0e6f52e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\6700013793_jpg.rf.f1cf10796ca9b5cc650aec3d2e63fd26.jpg,laptop,screen scratch,The screen is scratched.
data\Laptop-damage-detection-testing.v1i.coco\370249993_347309641087068_309674323319470619_n_jpg.rf.036875ae9cd1f88427a7f8c8f0685c16.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370060857_232952403109249_2201671253730766584_n_jpg.rf.56a4a420cd090b1b715485a928e922f7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.d04863adf6c797698f76c36afac0410a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1-w9ygt_jpg.rf.9849a1a688f1eb8f1a18e729595b686d.jpg,laptop,back panel damaging,"The back panel of the device is damaged, with a crack in the middle."
data\Laptop-damage-detection-testing.v1i.coco\20240906133458_top_jpg.rf.a3c35231c876aa69f320ab7bab1887f5.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\495_jpg.rf.e6ff510375805855448e0ac343c2fad9.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\7100014404_jpg.rf.a03f15fa0bf8a9d7b2bd2fb0d3acee18.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\387459687_851659923067403_3822777885389831890_n_jpg.rf.ee8303f262064767b377ef51532690e1.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014404_jpg.rf.2d7a1f464b2a25801361888b1a02398d.jpg,laptop,normal device,The device is a black laptop.
data\Laptop-damage-detection-testing.v1i.coco\370059584_253807157654835_1991263673734689569_n_jpg.rf.6f0a7157b995c5330696613dfb4bd7cb.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1800003387_png_jpg.rf.d3a687d9dae2814f076d3971931b5ffc.jpg,laptop,screen scratch,The screen is cracked.
data\Laptop-damage-detection-testing.v1i.coco\20240913122802_top_jpg.rf.a320c5c8e60cf4b4fb24d6e71a84ed67.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-38-21_jpg.rf.5fd5fc6101ca6b2cd31f79dd463880c6.jpg,laptop,back panel damaging,"The back panel is damaged, causing a black spot in the middle of the image."
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.34687922146cf580ea9ae906a71b679c.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910152812_bottom_jpg.rf.efce8e9194a27e6eb0ffb2c6552e09d0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155411_jpg.rf.cbbbe2badc8700498850d60df04d6c75.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-17-59-10_jpg.rf.7048de07032d35313b1509446c3ef6ca.jpg,laptop,charging port issue,The charging port is broken.
data\Laptop-damage-detection-testing.v1i.coco\387530029_315099951165164_3928474233643706499_n_jpg.rf.4f976252972481ae07b57b8dff103698.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370196129_324140113630976_3836155530682924015_n_jpg.rf.9ff768078afa4e14e935847fca22be57.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-38-40_jpg.rf.5c357e610e398d85fccc3b8c7f043f46.jpg,laptop,screen scratch,The image shows a silver metal surface with a screen scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\7100014473_png_jpg.rf.bb40a90bcd260077616b979d02f09149.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387550465_345137534747423_2923349850042572787_n_jpg.rf.36ccaf9d4c8cb000a8100013791013ac.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
